1.1283 1.1682 0.0399 0.140017
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 1.1210e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1206e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1206e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 1.1201e+03 
1.0 1.0125e+03 -3.4520e-02 0.0000e+00 0.0000e+00 -3.4520e-02 1.0120e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0120e+03 -4.8014e-01 0.0000e+00 0.0000e+00 4.8014e-01 1.0116e+03 
2.0 8.0011e+02 -6.8548e-02 0.0000e+00 0.0000e+00 -6.8548e-02 7.9965e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.9964e+02 -1.6381e+00 0.0000e+00 0.0000e+00 1.6381e+00 7.9919e+02 
3.0 6.0195e+02 -5.4550e-02 0.0000e+00 0.0000e+00 -5.4550e-02 6.0151e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.0148e+02 -2.9048e+00 0.0000e+00 0.0000e+00 2.9048e+00 6.0107e+02 
4.0 4.4877e+02 -1.4903e-02 0.0000e+00 0.0000e+00 -1.4903e-02 4.4835e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.4829e+02 -3.8807e+00 0.0000e+00 0.0000e+00 3.8807e+00 4.4791e+02 
5.0 3.3719e+02 2.3905e-02 0.0000e+00 0.0000e+00 2.3905e-02 3.3680e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3670e+02 -4.4618e+00 0.0000e+00 0.0000e+00 4.4618e+00 3.3636e+02 
6.0 2.5697e+02 4.7553e-02 0.0000e+00 0.0000e+00 4.7553e-02 2.5659e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5646e+02 -4.6966e+00 0.0000e+00 0.0000e+00 4.6966e+00 2.5615e+02 
7.0 1.9906e+02 5.0668e-02 0.0000e+00 0.0000e+00 5.0668e-02 1.9870e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9852e+02 -4.6658e+00 0.0000e+00 0.0000e+00 4.6658e+00 1.9825e+02 
8.0 1.5692e+02 3.5270e-02 0.0000e+00 0.0000e+00 3.5270e-02 1.5657e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5636e+02 -4.4510e+00 0.0000e+00 0.0000e+00 4.4510e+00 1.5611e+02 
9.0 1.2599e+02 7.4152e-03 0.0000e+00 0.0000e+00 7.4152e-03 1.2564e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2540e+02 -4.1240e+00 0.0000e+00 0.0000e+00 4.1240e+00 1.2518e+02 
10.0 1.0307e+02 -2.7512e-02 0.0000e+00 0.0000e+00 -2.7512e-02 1.0272e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0245e+02 -3.7416e+00 0.0000e+00 0.0000e+00 3.7416e+00 1.0225e+02 
11.0 8.5875e+01 -6.5438e-02 0.0000e+00 0.0000e+00 -6.5438e-02 8.5525e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.5244e+01 -3.3436e+00 0.0000e+00 0.0000e+00 3.3436e+00 8.5056e+01 
12.0 7.2814e+01 -1.0380e-01 0.0000e+00 0.0000e+00 -1.0380e-01 7.2461e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2168e+01 -2.9550e+00 0.0000e+00 0.0000e+00 2.9550e+00 7.1996e+01 
13.0 6.2769e+01 -1.4160e-01 0.0000e+00 0.0000e+00 -1.4160e-01 6.2412e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.2111e+01 -2.5888e+00 0.0000e+00 0.0000e+00 2.5888e+00 6.1954e+01 
14.0 5.4940e+01 -1.7564e-01 0.0000e+00 0.0000e+00 -1.7564e-01 5.4580e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4273e+01 -2.2583e+00 0.0000e+00 0.0000e+00 2.2583e+00 5.4130e+01 
15.0 4.8764e+01 -2.0645e-01 0.0000e+00 0.0000e+00 -2.0645e-01 4.8399e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8089e+01 -1.9619e+00 0.0000e+00 0.0000e+00 1.9619e+00 4.7960e+01 
16.0 4.3809e+01 -2.3266e-01 0.0000e+00 0.0000e+00 -2.3266e-01 4.3438e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3128e+01 -1.7015e+00 0.0000e+00 0.0000e+00 1.7015e+00 4.3012e+01 
17.0 3.9759e+01 -2.5373e-01 0.0000e+00 0.0000e+00 -2.5373e-01 3.9383e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.9073e+01 -1.4753e+00 0.0000e+00 0.0000e+00 1.4753e+00 3.8970e+01 
18.0 3.6385e+01 -2.6958e-01 0.0000e+00 0.0000e+00 -2.6958e-01 3.6003e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5695e+01 -1.2796e+00 0.0000e+00 0.0000e+00 1.2796e+00 3.5604e+01 
