1.8684 1.8810 0.0126 0.031423
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 2.6530e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6504e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6504e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 2.6477e+03 
1.0 2.2876e+03 -1.5087e-01 0.0000e+00 0.0000e+00 -1.5087e-01 2.2850e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2850e+03 -8.7279e-01 0.0000e+00 0.0000e+00 8.7279e-01 2.2824e+03 
2.0 1.6580e+03 -3.3098e-01 0.0000e+00 0.0000e+00 -3.3098e-01 1.6555e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6554e+03 -2.9358e+00 0.0000e+00 0.0000e+00 2.9358e+00 1.6529e+03 
3.0 1.1640e+03 -3.7993e-01 0.0000e+00 0.0000e+00 -3.7993e-01 1.1615e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1614e+03 -5.0776e+00 0.0000e+00 0.0000e+00 5.0776e+00 1.1590e+03 
4.0 8.3868e+02 -3.8359e-01 0.0000e+00 0.0000e+00 -3.8359e-01 8.3619e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.3607e+02 -6.5573e+00 0.0000e+00 0.0000e+00 6.5573e+00 8.3369e+02 
5.0 6.3101e+02 -4.1145e-01 0.0000e+00 0.0000e+00 -4.1145e-01 6.2855e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.2837e+02 -7.2702e+00 0.0000e+00 0.0000e+00 7.2702e+00 6.2606e+02 
6.0 4.9646e+02 -4.8074e-01 0.0000e+00 0.0000e+00 -4.8074e-01 4.9404e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.9378e+02 -7.4241e+00 0.0000e+00 0.0000e+00 7.4241e+00 4.9155e+02 
7.0 4.0660e+02 -5.9113e-01 0.0000e+00 0.0000e+00 -5.9113e-01 4.0420e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0388e+02 -7.2443e+00 0.0000e+00 0.0000e+00 7.2443e+00 4.0172e+02 
8.0 3.4447e+02 -7.3735e-01 0.0000e+00 0.0000e+00 -7.3735e-01 3.4208e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4171e+02 -6.8927e+00 0.0000e+00 0.0000e+00 6.8927e+00 3.3961e+02 
9.0 3.0001e+02 -9.1129e-01 0.0000e+00 0.0000e+00 -9.1129e-01 2.9763e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9722e+02 -6.4677e+00 0.0000e+00 0.0000e+00 6.4677e+00 2.9517e+02 
10.0 2.6716e+02 -1.1036e+00 0.0000e+00 0.0000e+00 -1.1036e+00 2.6479e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6434e+02 -6.0248e+00 0.0000e+00 0.0000e+00 6.0248e+00 2.6234e+02 
11.0 2.4216e+02 -1.3047e+00 0.0000e+00 0.0000e+00 -1.3047e+00 2.3978e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3930e+02 -5.6008e+00 0.0000e+00 0.0000e+00 5.6008e+00 2.3736e+02 
12.0 2.2255e+02 -1.5101e+00 0.0000e+00 0.0000e+00 -1.5101e+00 2.2016e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1967e+02 -5.2187e+00 0.0000e+00 0.0000e+00 5.2187e+00 2.1778e+02 
13.0 2.0672e+02 -1.7195e+00 0.0000e+00 0.0000e+00 -1.7195e+00 2.0433e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0381e+02 -4.8832e+00 0.0000e+00 0.0000e+00 4.8832e+00 2.0198e+02 
14.0 1.9359e+02 -1.9306e+00 0.0000e+00 0.0000e+00 -1.9306e+00 1.9119e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9066e+02 -4.5961e+00 0.0000e+00 0.0000e+00 4.5961e+00 1.8888e+02 
15.0 1.8244e+02 -2.1454e+00 0.0000e+00 0.0000e+00 -2.1454e+00 1.8004e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7949e+02 -4.3433e+00 0.0000e+00 0.0000e+00 4.3433e+00 1.7776e+02 
16.0 1.7277e+02 -2.3617e+00 0.0000e+00 0.0000e+00 -2.3617e+00 1.7037e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6980e+02 -4.1216e+00 0.0000e+00 0.0000e+00 4.1216e+00 1.6812e+02 
17.0 1.6424e+02 -2.5789e+00 0.0000e+00 0.0000e+00 -2.5789e+00 1.6183e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6124e+02 -3.9292e+00 0.0000e+00 0.0000e+00 3.9292e+00 1.5961e+02 
18.0 1.5659e+02 -2.7964e+00 0.0000e+00 0.0000e+00 -2.7964e+00 1.5417e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5357e+02 -3.7646e+00 0.0000e+00 0.0000e+00 3.7646e+00 1.5199e+02 
