1.6744 2.1250 0.4507 0.043053
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 1.4297e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4282e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4282e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 1.4266e+03 
1.0 1.3345e+03 -3.3338e-02 0.0000e+00 0.0000e+00 -3.3338e-02 1.3330e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3330e+03 -5.5324e-01 0.0000e+00 0.0000e+00 5.5324e-01 1.3315e+03 
2.0 1.1738e+03 -7.9894e-02 0.0000e+00 0.0000e+00 -7.9894e-02 1.1723e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1723e+03 -1.9923e+00 0.0000e+00 0.0000e+00 1.9923e+00 1.1707e+03 
3.0 1.0169e+03 -1.0382e-01 0.0000e+00 0.0000e+00 -1.0382e-01 1.0154e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0154e+03 -3.8415e+00 0.0000e+00 0.0000e+00 3.8415e+00 1.0139e+03 
4.0 8.7364e+02 -1.0664e-01 0.0000e+00 0.0000e+00 -1.0664e-01 8.7219e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.7214e+02 -5.6813e+00 0.0000e+00 0.0000e+00 5.6813e+00 8.7072e+02 
5.0 7.4738e+02 -1.0161e-01 0.0000e+00 0.0000e+00 -1.0161e-01 7.4596e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.4587e+02 -7.2643e+00 0.0000e+00 0.0000e+00 7.2643e+00 7.4451e+02 
6.0 6.3877e+02 -1.0447e-01 0.0000e+00 0.0000e+00 -1.0447e-01 6.3739e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.3725e+02 -8.4728e+00 0.0000e+00 0.0000e+00 8.4728e+00 6.3594e+02 
7.0 5.4695e+02 -1.2799e-01 0.0000e+00 0.0000e+00 -1.2799e-01 5.4561e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4540e+02 -9.2746e+00 0.0000e+00 0.0000e+00 9.2746e+00 5.4415e+02 
8.0 4.7025e+02 -1.7861e-01 0.0000e+00 0.0000e+00 -1.7861e-01 4.6896e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.6868e+02 -9.6983e+00 0.0000e+00 0.0000e+00 9.6983e+00 4.6749e+02 
9.0 4.0668e+02 -2.5668e-01 0.0000e+00 0.0000e+00 -2.5668e-01 4.0543e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0507e+02 -9.8068e+00 0.0000e+00 0.0000e+00 9.8068e+00 4.0394e+02 
