1.9712 2.1802 0.2090 0.040586
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 1.5371e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5353e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5353e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 1.5335e+03 
1.0 1.2931e+03 -8.5344e-02 0.0000e+00 0.0000e+00 -8.5344e-02 1.2913e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2913e+03 -5.2421e-01 0.0000e+00 0.0000e+00 5.2421e-01 1.2895e+03 
2.0 9.2453e+02 -1.7631e-01 0.0000e+00 0.0000e+00 -1.7631e-01 9.2275e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.2274e+02 -1.7111e+00 0.0000e+00 0.0000e+00 1.7111e+00 9.2097e+02 
3.0 6.7101e+02 -2.1033e-01 0.0000e+00 0.0000e+00 -2.1033e-01 6.6924e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.6922e+02 -2.8639e+00 0.0000e+00 0.0000e+00 2.8639e+00 6.6747e+02 
4.0 5.1375e+02 -2.4268e-01 0.0000e+00 0.0000e+00 -2.4268e-01 5.1200e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.1195e+02 -3.6443e+00 0.0000e+00 0.0000e+00 3.6443e+00 5.1023e+02 
5.0 4.1285e+02 -2.9716e-01 0.0000e+00 0.0000e+00 -2.9716e-01 4.1113e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.1105e+02 -4.1006e+00 0.0000e+00 0.0000e+00 4.1006e+00 4.0936e+02 
6.0 3.4418e+02 -3.7475e-01 0.0000e+00 0.0000e+00 -3.7475e-01 3.4248e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4237e+02 -4.3477e+00 0.0000e+00 0.0000e+00 4.3477e+00 3.4072e+02 
7.0 2.9496e+02 -4.7723e-01 0.0000e+00 0.0000e+00 -4.7723e-01 2.9328e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9314e+02 -4.4444e+00 0.0000e+00 0.0000e+00 4.4444e+00 2.9152e+02 
8.0 2.5834e+02 -6.0590e-01 0.0000e+00 0.0000e+00 -6.0590e-01 2.5668e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5650e+02 -4.4298e+00 0.0000e+00 0.0000e+00 4.4298e+00 2.5492e+02 
9.0 2.3030e+02 -7.5699e-01 0.0000e+00 0.0000e+00 -7.5699e-01 2.2865e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2844e+02 -4.3372e+00 0.0000e+00 0.0000e+00 4.3372e+00 2.2690e+02 
10.0 2.0831e+02 -9.2585e-01 0.0000e+00 0.0000e+00 -9.2585e-01 2.0668e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0645e+02 -4.1940e+00 0.0000e+00 0.0000e+00 4.1940e+00 2.0494e+02 
11.0 1.9074e+02 -1.1102e+00 0.0000e+00 0.0000e+00 -1.1102e+00 1.8912e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8886e+02 -4.0237e+00 0.0000e+00 0.0000e+00 4.0237e+00 1.8738e+02 
12.0 1.7640e+02 -1.3068e+00 0.0000e+00 0.0000e+00 -1.3068e+00 1.7479e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7451e+02 -3.8445e+00 0.0000e+00 0.0000e+00 3.8445e+00 1.7307e+02 
13.0 1.6450e+02 -1.5125e+00 0.0000e+00 0.0000e+00 -1.5125e+00 1.6290e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6260e+02 -3.6673e+00 0.0000e+00 0.0000e+00 3.6673e+00 1.6119e+02 
14.0 1.5443e+02 -1.7237e+00 0.0000e+00 0.0000e+00 -1.7237e+00 1.5284e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5252e+02 -3.5051e+00 0.0000e+00 0.0000e+00 3.5051e+00 1.5114e+02 
15.0 1.4577e+02 -1.9412e+00 0.0000e+00 0.0000e+00 -1.9412e+00 1.4419e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4385e+02 -3.3555e+00 0.0000e+00 0.0000e+00 3.3555e+00 1.4250e+02 
16.0 1.3819e+02 -2.1620e+00 0.0000e+00 0.0000e+00 -2.1620e+00 1.3663e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3627e+02 -3.2207e+00 0.0000e+00 0.0000e+00 3.2207e+00 1.3495e+02 
17.0 1.3147e+02 -2.3852e+00 0.0000e+00 0.0000e+00 -2.3852e+00 1.2991e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2954e+02 -3.1014e+00 0.0000e+00 0.0000e+00 3.1014e+00 1.2825e+02 
18.0 1.2542e+02 -2.6105e+00 0.0000e+00 0.0000e+00 -2.6105e+00 1.2388e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2348e+02 -2.9972e+00 0.0000e+00 0.0000e+00 2.9972e+00 1.2222e+02 
19.0 1.1991e+02 -2.8370e+00 0.0000e+00 0.0000e+00 -2.8370e+00 1.1838e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1836e+02 -2.9063e+00 0.0000e+00 0.0000e+00 2.9063e+00 1.1714e+02 
20.0 1.1484e+02 -3.0639e+00 0.0000e+00 0.0000e+00 -3.0639e+00 1.1332e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1365e+02 -2.8275e+00 0.0000e+00 0.0000e+00 2.8275e+00 1.1246e+02 
21.0 1.1014e+02 -3.2912e+00 0.0000e+00 0.0000e+00 -3.2912e+00 1.0862e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0928e+02 -2.7599e+00 0.0000e+00 0.0000e+00 2.7599e+00 1.0812e+02 
22.0 1.0574e+02 -3.5183e+00 0.0000e+00 0.0000e+00 -3.5183e+00 1.0424e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0518e+02 -2.7021e+00 0.0000e+00 0.0000e+00 2.7021e+00 1.0405e+02 
23.0 1.0160e+02 -3.7441e+00 0.0000e+00 0.0000e+00 -3.7441e+00 1.0011e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0133e+02 -2.6526e+00 0.0000e+00 0.0000e+00 2.6526e+00 1.0022e+02 
24.0 9.7682e+01 -3.9680e+00 0.0000e+00 0.0000e+00 -3.9680e+00 9.6201e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.7672e+01 -2.6095e+00 0.0000e+00 0.0000e+00 2.6095e+00 9.6590e+01 
25.0 9.3961e+01 -4.1895e+00 0.0000e+00 0.0000e+00 -4.1895e+00 9.2490e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.4193e+01 -2.5710e+00 0.0000e+00 0.0000e+00 2.5710e+00 9.3136e+01 
26.0 9.0414e+01 -4.4076e+00 0.0000e+00 0.0000e+00 -4.4076e+00 8.8954e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.0872e+01 -2.5359e+00 0.0000e+00 0.0000e+00 2.5359e+00 8.9838e+01 
27.0 8.7026e+01 -4.6218e+00 0.0000e+00 0.0000e+00 -4.6218e+00 8.5577e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.7692e+01 -2.5035e+00 0.0000e+00 0.0000e+00 2.5035e+00 8.6682e+01 
28.0 8.3780e+01 -4.8316e+00 0.0000e+00 0.0000e+00 -4.8316e+00 8.2343e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.4640e+01 -2.4729e+00 0.0000e+00 0.0000e+00 2.4729e+00 8.3652e+01 
29.0 8.0665e+01 -5.0363e+00 0.0000e+00 0.0000e+00 -5.0363e+00 7.9239e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.1703e+01 -2.4436e+00 0.0000e+00 0.0000e+00 2.4436e+00 8.0738e+01 
30.0 7.7671e+01 -5.2355e+00 0.0000e+00 0.0000e+00 -5.2355e+00 7.6256e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.8874e+01 -2.4150e+00 0.0000e+00 0.0000e+00 2.4150e+00 7.7930e+01 
31.0 7.4789e+01 -5.4286e+00 0.0000e+00 0.0000e+00 -5.4286e+00 7.3385e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.5800e+01 -2.3867e+00 0.0000e+00 0.0000e+00 2.3867e+00 7.4884e+01 
32.0 7.2013e+01 -5.6154e+00 0.0000e+00 0.0000e+00 -5.6154e+00 7.0620e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2839e+01 -2.3584e+00 0.0000e+00 0.0000e+00 2.3584e+00 7.1950e+01 
33.0 6.9336e+01 -5.7952e+00 0.0000e+00 0.0000e+00 -5.7952e+00 6.7955e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.9985e+01 -2.3298e+00 0.0000e+00 0.0000e+00 2.3298e+00 6.9123e+01 
34.0 6.6755e+01 -5.9677e+00 0.0000e+00 0.0000e+00 -5.9677e+00 6.5385e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.7232e+01 -2.3007e+00 0.0000e+00 0.0000e+00 2.3007e+00 6.6396e+01 
35.0 6.4265e+01 -6.1326e+00 0.0000e+00 0.0000e+00 -6.1326e+00 6.2905e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.4575e+01 -2.2708e+00 0.0000e+00 0.0000e+00 2.2708e+00 6.3766e+01 
36.0 6.1863e+01 -6.2897e+00 0.0000e+00 0.0000e+00 -6.2897e+00 6.0514e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.2011e+01 -2.2397e+00 0.0000e+00 0.0000e+00 2.2397e+00 6.1228e+01 
37.0 5.9547e+01 -6.4389e+00 0.0000e+00 0.0000e+00 -6.4389e+00 5.8209e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.9537e+01 -2.2072e+00 0.0000e+00 0.0000e+00 2.2072e+00 5.8779e+01 
38.0 5.7314e+01 -6.5804e+00 0.0000e+00 0.0000e+00 -6.5804e+00 5.5988e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7149e+01 -2.1730e+00 0.0000e+00 0.0000e+00 2.1730e+00 5.6416e+01 
39.0 5.5163e+01 -6.7142e+00 0.0000e+00 0.0000e+00 -6.7142e+00 5.3848e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4846e+01 -2.1372e+00 0.0000e+00 0.0000e+00 2.1372e+00 5.4137e+01 
40.0 5.3092e+01 -6.8401e+00 0.0000e+00 0.0000e+00 -6.8401e+00 5.1787e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.2625e+01 -2.0999e+00 0.0000e+00 0.0000e+00 2.0999e+00 5.1940e+01 
41.0 5.1096e+01 -6.9582e+00 0.0000e+00 0.0000e+00 -6.9582e+00 4.9802e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0482e+01 -2.0613e+00 0.0000e+00 0.0000e+00 2.0613e+00 4.9822e+01 
42.0 4.9175e+01 -7.0683e+00 0.0000e+00 0.0000e+00 -7.0683e+00 4.7892e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8416e+01 -2.0214e+00 0.0000e+00 0.0000e+00 2.0214e+00 4.7779e+01 
43.0 4.7325e+01 -7.1704e+00 0.0000e+00 0.0000e+00 -7.1704e+00 4.6053e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.6424e+01 -1.9803e+00 0.0000e+00 0.0000e+00 1.9803e+00 4.5810e+01 
44.0 4.5544e+01 -7.2645e+00 0.0000e+00 0.0000e+00 -7.2645e+00 4.4282e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.4503e+01 -1.9380e+00 0.0000e+00 0.0000e+00 1.9380e+00 4.3911e+01 
45.0 4.3829e+01 -7.3506e+00 0.0000e+00 0.0000e+00 -7.3506e+00 4.2577e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.2651e+01 -1.8944e+00 0.0000e+00 0.0000e+00 1.8944e+00 4.2081e+01 
46.0 4.2178e+01 -7.4288e+00 0.0000e+00 0.0000e+00 -7.4288e+00 4.0936e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0865e+01 -1.8496e+00 0.0000e+00 0.0000e+00 1.8496e+00 4.0317e+01 
47.0 4.0589e+01 -7.4992e+00 0.0000e+00 0.0000e+00 -7.4992e+00 3.9358e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.9144e+01 -1.8035e+00 0.0000e+00 0.0000e+00 1.8035e+00 3.8617e+01 
48.0 3.9061e+01 -7.5619e+00 0.0000e+00 0.0000e+00 -7.5619e+00 3.7839e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7484e+01 -1.7563e+00 0.0000e+00 0.0000e+00 1.7563e+00 3.6979e+01 
49.0 3.7591e+01 -7.6171e+00 0.0000e+00 0.0000e+00 -7.6171e+00 3.6378e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5886e+01 -1.7080e+00 0.0000e+00 0.0000e+00 1.7080e+00 3.5401e+01 
50.0 3.6177e+01 -7.6649e+00 0.0000e+00 0.0000e+00 -7.6649e+00 3.4974e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4345e+01 -1.6586e+00 0.0000e+00 0.0000e+00 1.6586e+00 3.3881e+01 
51.0 3.4818e+01 -7.7055e+00 0.0000e+00 0.0000e+00 -7.7055e+00 3.3625e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2862e+01 -1.6083e+00 0.0000e+00 0.0000e+00 1.6083e+00 3.2417e+01 
52.0 3.3513e+01 -7.7390e+00 0.0000e+00 0.0000e+00 -7.7390e+00 3.2329e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.1433e+01 -1.5570e+00 0.0000e+00 0.0000e+00 1.5570e+00 3.1008e+01 
53.0 3.2259e+01 -7.7658e+00 0.0000e+00 0.0000e+00 -7.7658e+00 3.1084e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0057e+01 -1.5049e+00 0.0000e+00 0.0000e+00 1.5049e+00 2.9651e+01 
54.0 3.1055e+01 -7.7860e+00 0.0000e+00 0.0000e+00 -7.7860e+00 2.9889e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.8732e+01 -1.4521e+00 0.0000e+00 0.0000e+00 1.4521e+00 2.8345e+01 
55.0 2.9899e+01 -7.7999e+00 0.0000e+00 0.0000e+00 -7.7999e+00 2.8742e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7456e+01 -1.3986e+00 0.0000e+00 0.0000e+00 1.3986e+00 2.7089e+01 
56.0 2.8789e+01 -7.8075e+00 0.0000e+00 0.0000e+00 -7.8075e+00 2.7641e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6229e+01 -1.3446e+00 0.0000e+00 0.0000e+00 1.3446e+00 2.5879e+01 
57.0 2.7725e+01 -7.8092e+00 0.0000e+00 0.0000e+00 -7.8092e+00 2.6585e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5048e+01 -1.2903e+00 0.0000e+00 0.0000e+00 1.2903e+00 2.4716e+01 
58.0 2.6704e+01 -7.8051e+00 0.0000e+00 0.0000e+00 -7.8051e+00 2.5573e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3911e+01 -1.2356e+00 0.0000e+00 0.0000e+00 1.2356e+00 2.3597e+01 
59.0 2.5725e+01 -7.7954e+00 0.0000e+00 0.0000e+00 -7.7954e+00 2.4601e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2817e+01 -1.1808e+00 0.0000e+00 0.0000e+00 1.1808e+00 2.2521e+01 
60.0 2.4786e+01 -7.7804e+00 0.0000e+00 0.0000e+00 -7.7804e+00 2.3671e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1765e+01 -1.1258e+00 0.0000e+00 0.0000e+00 1.1258e+00 2.1486e+01 
61.0 2.3886e+01 -7.7602e+00 0.0000e+00 0.0000e+00 -7.7602e+00 2.2778e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0753e+01 -1.0708e+00 0.0000e+00 0.0000e+00 1.0708e+00 2.0490e+01 
62.0 2.3023e+01 -7.7350e+00 0.0000e+00 0.0000e+00 -7.7350e+00 2.1923e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9779e+01 -1.0159e+00 0.0000e+00 0.0000e+00 1.0159e+00 1.9533e+01 
63.0 2.2197e+01 -7.7051e+00 0.0000e+00 0.0000e+00 -7.7051e+00 2.1104e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8842e+01 -9.6107e-01 0.0000e+00 0.0000e+00 9.6107e-01 1.8613e+01 
64.0 2.1405e+01 -7.6707e+00 0.0000e+00 0.0000e+00 -7.6707e+00 2.0320e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7942e+01 -9.0655e-01 0.0000e+00 0.0000e+00 9.0655e-01 1.7728e+01 
65.0 2.0646e+01 -7.6319e+00 0.0000e+00 0.0000e+00 -7.6319e+00 1.9568e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7075e+01 -8.5241e-01 0.0000e+00 0.0000e+00 8.5241e-01 1.6877e+01 
66.0 1.9919e+01 -7.5890e+00 0.0000e+00 0.0000e+00 -7.5890e+00 1.8849e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6242e+01 -7.9875e-01 0.0000e+00 0.0000e+00 7.9875e-01 1.6059e+01 
67.0 1.9223e+01 -7.5421e+00 0.0000e+00 0.0000e+00 -7.5421e+00 1.8160e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5441e+01 -7.4567e-01 0.0000e+00 0.0000e+00 7.4567e-01 1.5273e+01 
68.0 1.8557e+01 -7.4914e+00 0.0000e+00 0.0000e+00 -7.4914e+00 1.7501e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4670e+01 -6.9324e-01 0.0000e+00 0.0000e+00 6.9324e-01 1.4517e+01 
69.0 1.7919e+01 -7.4370e+00 0.0000e+00 0.0000e+00 -7.4370e+00 1.6870e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3929e+01 -6.4151e-01 0.0000e+00 0.0000e+00 6.4151e-01 1.3791e+01 
