1.0678 1.2907 0.2229 0.088557
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 1.9969e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9960e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9960e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 1.9952e+03 
1.0 1.7177e+03 -1.0751e-01 0.0000e+00 0.0000e+00 -1.0751e-01 1.7169e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7169e+03 -8.6577e-01 0.0000e+00 0.0000e+00 8.6577e-01 1.7160e+03 
2.0 1.2243e+03 -2.2851e-01 0.0000e+00 0.0000e+00 -2.2851e-01 1.2234e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2234e+03 -2.8023e+00 0.0000e+00 0.0000e+00 2.8023e+00 1.2226e+03 
3.0 8.3723e+02 -2.4888e-01 0.0000e+00 0.0000e+00 -2.4888e-01 8.3641e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.3637e+02 -4.6038e+00 0.0000e+00 0.0000e+00 4.6038e+00 8.3557e+02 
4.0 5.8755e+02 -2.3393e-01 0.0000e+00 0.0000e+00 -2.3393e-01 5.8676e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.8667e+02 -5.6792e+00 0.0000e+00 0.0000e+00 5.6792e+00 5.8591e+02 
5.0 4.3104e+02 -2.2530e-01 0.0000e+00 0.0000e+00 -2.2530e-01 4.3028e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3014e+02 -6.1477e+00 0.0000e+00 0.0000e+00 6.1477e+00 4.2942e+02 
6.0 3.2950e+02 -2.2981e-01 0.0000e+00 0.0000e+00 -2.2981e-01 3.2877e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2858e+02 -6.2779e+00 0.0000e+00 0.0000e+00 6.2779e+00 3.2790e+02 
7.0 2.6015e+02 -2.4788e-01 0.0000e+00 0.0000e+00 -2.4788e-01 2.5945e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5922e+02 -6.2174e+00 0.0000e+00 0.0000e+00 6.2174e+00 2.5858e+02 
8.0 2.1058e+02 -2.7839e-01 0.0000e+00 0.0000e+00 -2.7839e-01 2.0989e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0962e+02 -6.0352e+00 0.0000e+00 0.0000e+00 6.0352e+00 2.0902e+02 
9.0 1.7387e+02 -3.1895e-01 0.0000e+00 0.0000e+00 -3.1895e-01 1.7320e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7289e+02 -5.7699e+00 0.0000e+00 0.0000e+00 5.7699e+00 1.7232e+02 
