1.0833 1.3603 0.2770 0.080807
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 2.0616e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0608e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0608e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 2.0599e+03 
1.0 1.7877e+03 -1.1162e-01 0.0000e+00 0.0000e+00 -1.1162e-01 1.7869e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7869e+03 -8.6127e-01 0.0000e+00 0.0000e+00 8.6127e-01 1.7860e+03 
2.0 1.3029e+03 -2.4553e-01 0.0000e+00 0.0000e+00 -2.4553e-01 1.3021e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3021e+03 -2.8198e+00 0.0000e+00 0.0000e+00 2.8198e+00 1.3013e+03 
3.0 9.1505e+02 -2.7908e-01 0.0000e+00 0.0000e+00 -2.7908e-01 9.1425e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.1421e+02 -4.7155e+00 0.0000e+00 0.0000e+00 4.7155e+00 9.1342e+02 
4.0 6.5628e+02 -2.6862e-01 0.0000e+00 0.0000e+00 -2.6862e-01 6.5551e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.5542e+02 -5.9363e+00 0.0000e+00 0.0000e+00 5.9363e+00 6.5466e+02 
5.0 4.8798e+02 -2.5822e-01 0.0000e+00 0.0000e+00 -2.5822e-01 4.8724e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8710e+02 -6.5383e+00 0.0000e+00 0.0000e+00 6.5383e+00 4.8638e+02 
6.0 3.7533e+02 -2.6011e-01 0.0000e+00 0.0000e+00 -2.6011e-01 3.7462e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7443e+02 -6.7495e+00 0.0000e+00 0.0000e+00 6.7495e+00 3.7375e+02 
7.0 2.9673e+02 -2.7778e-01 0.0000e+00 0.0000e+00 -2.7778e-01 2.9605e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9581e+02 -6.7136e+00 0.0000e+00 0.0000e+00 6.7136e+00 2.9517e+02 
8.0 2.3987e+02 -3.1123e-01 0.0000e+00 0.0000e+00 -3.1123e-01 2.3921e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3893e+02 -6.5123e+00 0.0000e+00 0.0000e+00 6.5123e+00 2.3833e+02 
9.0 1.9758e+02 -3.5803e-01 0.0000e+00 0.0000e+00 -3.5803e-01 1.9694e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9662e+02 -6.2002e+00 0.0000e+00 0.0000e+00 6.2002e+00 1.9605e+02 
10.0 1.6548e+02 -4.1489e-01 0.0000e+00 0.0000e+00 -4.1489e-01 1.6484e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6449e+02 -5.8159e+00 0.0000e+00 0.0000e+00 5.8159e+00 1.6394e+02 
