1.7371 2.2181 0.4810 0.063795
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 8.2220e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.2115e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.2115e+02 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 8.2011e+02 
1.0 7.6303e+02 -2.5843e-02 0.0000e+00 0.0000e+00 -2.5843e-02 7.6199e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6199e+02 -3.3366e-01 0.0000e+00 0.0000e+00 3.3366e-01 7.6095e+02 
2.0 6.6694e+02 -7.0945e-02 0.0000e+00 0.0000e+00 -7.0945e-02 6.6591e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.6590e+02 -1.1996e+00 0.0000e+00 0.0000e+00 1.1996e+00 6.6488e+02 
3.0 5.7293e+02 -1.1263e-01 0.0000e+00 0.0000e+00 -1.1263e-01 5.7191e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7190e+02 -2.3027e+00 0.0000e+00 0.0000e+00 2.3027e+00 5.7089e+02 
4.0 4.8626e+02 -1.4880e-01 0.0000e+00 0.0000e+00 -1.4880e-01 4.8526e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8523e+02 -3.3762e+00 0.0000e+00 0.0000e+00 3.3762e+00 4.8425e+02 
5.0 4.1010e+02 -1.8586e-01 0.0000e+00 0.0000e+00 -1.8586e-01 4.0912e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0906e+02 -4.2592e+00 0.0000e+00 0.0000e+00 4.2592e+00 4.0811e+02 
6.0 3.4552e+02 -2.3294e-01 0.0000e+00 0.0000e+00 -2.3294e-01 3.4456e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4447e+02 -4.8796e+00 0.0000e+00 0.0000e+00 4.8796e+00 3.4355e+02 
7.0 2.9219e+02 -2.9747e-01 0.0000e+00 0.0000e+00 -2.9747e-01 2.9126e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9113e+02 -5.2275e+00 0.0000e+00 0.0000e+00 5.2275e+00 2.9024e+02 
8.0 2.4899e+02 -3.8261e-01 0.0000e+00 0.0000e+00 -3.8261e-01 2.4807e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4790e+02 -5.3359e+00 0.0000e+00 0.0000e+00 5.3359e+00 2.4704e+02 
9.0 2.1440e+02 -4.8756e-01 0.0000e+00 0.0000e+00 -4.8756e-01 2.1351e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1329e+02 -5.2588e+00 0.0000e+00 0.0000e+00 5.2588e+00 2.1246e+02 
10.0 1.8687e+02 -6.0889e-01 0.0000e+00 0.0000e+00 -6.0889e-01 1.8600e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8574e+02 -5.0543e+00 0.0000e+00 0.0000e+00 5.0543e+00 1.8494e+02 
11.0 1.6497e+02 -7.4210e-01 0.0000e+00 0.0000e+00 -7.4210e-01 1.6411e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6383e+02 -4.7749e+00 0.0000e+00 0.0000e+00 4.7749e+00 1.6305e+02 
12.0 1.4744e+02 -8.8285e-01 0.0000e+00 0.0000e+00 -8.8285e-01 1.4660e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4629e+02 -4.4623e+00 0.0000e+00 0.0000e+00 4.4623e+00 1.4554e+02 
13.0 1.3329e+02 -1.0286e+00 0.0000e+00 0.0000e+00 -1.0286e+00 1.3246e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3213e+02 -4.1438e+00 0.0000e+00 0.0000e+00 4.1438e+00 1.3140e+02 
14.0 1.2173e+02 -1.1735e+00 0.0000e+00 0.0000e+00 -1.1735e+00 1.2092e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2057e+02 -3.8459e+00 0.0000e+00 0.0000e+00 3.8459e+00 1.1986e+02 
15.0 1.1215e+02 -1.3187e+00 0.0000e+00 0.0000e+00 -1.3187e+00 1.1135e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1098e+02 -3.5714e+00 0.0000e+00 0.0000e+00 3.5714e+00 1.1030e+02 
16.0 1.0408e+02 -1.4619e+00 0.0000e+00 0.0000e+00 -1.4619e+00 1.0329e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0292e+02 -3.3273e+00 0.0000e+00 0.0000e+00 3.3273e+00 1.0225e+02 
17.0 9.7170e+01 -1.6022e+00 0.0000e+00 0.0000e+00 -1.6022e+00 9.6391e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6004e+01 -3.1142e+00 0.0000e+00 0.0000e+00 3.1142e+00 9.5362e+01 
18.0 9.1150e+01 -1.7389e+00 0.0000e+00 0.0000e+00 -1.7389e+00 9.0381e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.9984e+01 -2.9305e+00 0.0000e+00 0.0000e+00 2.9305e+00 8.9362e+01 
19.0 8.5825e+01 -1.8718e+00 0.0000e+00 0.0000e+00 -1.8718e+00 8.5066e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.4919e+01 -2.7733e+00 0.0000e+00 0.0000e+00 2.7733e+00 8.4321e+01 
20.0 8.1052e+01 -2.0011e+00 0.0000e+00 0.0000e+00 -2.0011e+00 8.0303e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0379e+01 -2.6392e+00 0.0000e+00 0.0000e+00 2.6392e+00 7.9801e+01 
21.0 7.6726e+01 -2.1271e+00 0.0000e+00 0.0000e+00 -2.1271e+00 7.5986e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6262e+01 -2.5247e+00 0.0000e+00 0.0000e+00 2.5247e+00 7.5703e+01 
22.0 7.2766e+01 -2.2502e+00 0.0000e+00 0.0000e+00 -2.2502e+00 7.2036e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2491e+01 -2.4264e+00 0.0000e+00 0.0000e+00 2.4264e+00 7.1949e+01 
