1.4381 1.4510 0.0130 0.247928
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 3.8782e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.8756e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.8756e+02 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 3.8730e+02 
1.0 3.6851e+02 7.1669e-04 0.0000e+00 0.0000e+00 7.1669e-04 3.6826e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.6825e+02 -1.6114e-01 0.0000e+00 0.0000e+00 1.6114e-01 3.6800e+02 
2.0 3.2736e+02 1.1271e-02 0.0000e+00 0.0000e+00 1.1271e-02 3.2711e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2711e+02 -5.8616e-01 0.0000e+00 0.0000e+00 5.8616e-01 3.2687e+02 
3.0 2.7927e+02 3.7690e-02 0.0000e+00 0.0000e+00 3.7690e-02 2.7903e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7903e+02 -1.1381e+00 0.0000e+00 0.0000e+00 1.1381e+00 2.7880e+02 
4.0 2.3188e+02 7.5404e-02 0.0000e+00 0.0000e+00 7.5404e-02 2.3166e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3164e+02 -1.6759e+00 0.0000e+00 0.0000e+00 1.6759e+00 2.3143e+02 
5.0 1.8940e+02 1.1441e-01 0.0000e+00 0.0000e+00 1.1441e-01 1.8919e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8915e+02 -2.1026e+00 0.0000e+00 0.0000e+00 2.1026e+00 1.8897e+02 
6.0 1.5349e+02 1.4529e-01 0.0000e+00 0.0000e+00 1.4529e-01 1.5329e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5323e+02 -2.3751e+00 0.0000e+00 0.0000e+00 2.3751e+00 1.5307e+02 
7.0 1.2429e+02 1.6277e-01 0.0000e+00 0.0000e+00 1.6277e-01 1.2410e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2402e+02 -2.4929e+00 0.0000e+00 0.0000e+00 2.4929e+00 1.2387e+02 
8.0 1.0114e+02 1.6636e-01 0.0000e+00 0.0000e+00 1.6636e-01 1.0095e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0085e+02 -2.4810e+00 0.0000e+00 0.0000e+00 2.4810e+00 1.0072e+02 
9.0 8.3040e+01 1.5870e-01 0.0000e+00 0.0000e+00 1.5870e-01 8.2857e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.2739e+01 -2.3743e+00 0.0000e+00 0.0000e+00 2.3743e+00 8.2618e+01 
10.0 6.8989e+01 1.4329e-01 0.0000e+00 0.0000e+00 1.4329e-01 6.8808e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.8675e+01 -2.2073e+00 0.0000e+00 0.0000e+00 2.2073e+00 6.8565e+01 
11.0 5.8079e+01 1.2382e-01 0.0000e+00 0.0000e+00 1.2382e-01 5.7898e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7754e+01 -2.0086e+00 0.0000e+00 0.0000e+00 2.0086e+00 5.7654e+01 
12.0 4.9560e+01 1.0317e-01 0.0000e+00 0.0000e+00 1.0317e-01 4.9380e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.9226e+01 -1.7999e+00 0.0000e+00 0.0000e+00 1.7999e+00 4.9135e+01 
13.0 4.2855e+01 8.2917e-02 0.0000e+00 0.0000e+00 8.2917e-02 4.2675e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.2515e+01 -1.5947e+00 0.0000e+00 0.0000e+00 1.5947e+00 4.2432e+01 
14.0 3.7526e+01 6.5042e-02 0.0000e+00 0.0000e+00 6.5042e-02 3.7345e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7181e+01 -1.4046e+00 0.0000e+00 0.0000e+00 1.4046e+00 3.7106e+01 
15.0 3.3241e+01 4.9235e-02 0.0000e+00 0.0000e+00 4.9235e-02 3.3060e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2893e+01 -1.2311e+00 0.0000e+00 0.0000e+00 1.2311e+00 3.2826e+01 
16.0 2.9744e+01 3.6185e-02 0.0000e+00 0.0000e+00 3.6185e-02 2.9563e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9395e+01 -1.0768e+00 0.0000e+00 0.0000e+00 1.0768e+00 2.9336e+01 
17.0 2.6844e+01 2.6082e-02 0.0000e+00 0.0000e+00 2.6082e-02 2.6663e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6495e+01 -9.4144e-01 0.0000e+00 0.0000e+00 9.4144e-01 2.6442e+01 
18.0 2.4400e+01 1.8854e-02 0.0000e+00 0.0000e+00 1.8854e-02 2.4217e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4050e+01 -8.2392e-01 0.0000e+00 0.0000e+00 8.2392e-01 2.4004e+01 
19.0 2.2307e+01 1.4164e-02 0.0000e+00 0.0000e+00 1.4164e-02 2.2124e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2001e+01 -7.2224e-01 0.0000e+00 0.0000e+00 7.2224e-01 2.1965e+01 
20.0 2.0493e+01 1.1427e-02 0.0000e+00 0.0000e+00 1.1427e-02 2.0309e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0223e+01 -6.3405e-01 0.0000e+00 0.0000e+00 6.3405e-01 2.0196e+01 
