0.8173 0.9968 0.1796 0.182774
theta s11 s12 s13 s14 s21 s22 s23 s24 s31 s32 s33 s34 s41 s42 s43 s44
0.0 1.5376e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5372e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5372e+03 0.0000e+00 0.0000e+00 0.0000e+00 -0.0000e+00 1.5368e+03 
1.0 1.2888e+03 -9.3729e-02 0.0000e+00 0.0000e+00 -9.3729e-02 1.2884e+03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2884e+03 -6.1800e-01 0.0000e+00 0.0000e+00 6.1800e-01 1.2880e+03 
2.0 8.5595e+02 -1.9052e-01 0.0000e+00 0.0000e+00 -1.9052e-01 8.5559e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.5558e+02 -1.9323e+00 0.0000e+00 0.0000e+00 1.9323e+00 8.5522e+02 
3.0 5.3591e+02 -1.9512e-01 0.0000e+00 0.0000e+00 -1.9512e-01 5.3556e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.3553e+02 -2.9993e+00 0.0000e+00 0.0000e+00 2.9993e+00 5.3519e+02 
4.0 3.4786e+02 -1.7663e-01 0.0000e+00 0.0000e+00 -1.7663e-01 3.4752e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.4746e+02 -3.4475e+00 0.0000e+00 0.0000e+00 3.4475e+00 3.4714e+02 
5.0 2.4140e+02 -1.6777e-01 0.0000e+00 0.0000e+00 -1.6777e-01 2.4108e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4099e+02 -3.4876e+00 0.0000e+00 0.0000e+00 3.4876e+00 2.4069e+02 
6.0 1.7809e+02 -1.6578e-01 0.0000e+00 0.0000e+00 -1.6578e-01 1.7778e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7767e+02 -3.3839e+00 0.0000e+00 0.0000e+00 3.3839e+00 1.7739e+02 
7.0 1.3741e+02 -1.6811e-01 0.0000e+00 0.0000e+00 -1.6811e-01 1.3712e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3699e+02 -3.2416e+00 0.0000e+00 0.0000e+00 3.2416e+00 1.3673e+02 
8.0 1.0943e+02 -1.7512e-01 0.0000e+00 0.0000e+00 -1.7512e-01 1.0914e+02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0900e+02 -3.0836e+00 0.0000e+00 0.0000e+00 3.0836e+00 1.0875e+02 
9.0 8.9169e+01 -1.8617e-01 0.0000e+00 0.0000e+00 -1.8617e-01 8.8892e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.8726e+01 -2.9114e+00 0.0000e+00 0.0000e+00 2.9114e+00 8.8502e+01 
